scfFolio2,scfConsec2,scfNombre2,scfCodigo2,scfValor2,scfRazon12,scfRazon22,scfRazon32,scfCodErr2,scfRecal2,scfFraude2,inpICCVal2
2381131,1,BC SCORE,7,0665,17,16,31, , , , 
2381233,1,BC SCORE,7,0659,15,28,04, , , , 
2381559,1,BC SCORE,7,0709,09,04, , , , , 
2381752,1,BC SCORE,7,0625,15,05,28, , , , 
2382237,1,BC SCORE,7,-009, , , , , , , 
2382592,1,BC SCORE,7,0686,16,28, , , , , 
2382718,1,BC SCORE,7,0557,17,13,28, , , , 
2382710,1,BC SCORE,7,-009, , , , , , , 
2380085,1,BC SCORE,7,0563,17,13, , , , , 
2382786,1,BC SCORE,7,0634,15,28,05, , , , 
2383253,1,BC SCORE,7,0661,15,28,32, , , , 
2383129,1,BC SCORE,7,0727,04, , , , , , 
2383385,1,BC SCORE,7,0639,15,17,31, , , , 
2383479,1,BC SCORE,7,0716,04, , , , , , 
2382209,1,BC SCORE,7,0656,28,16, , , , , 
2383702,1,BC SCORE,7,0653,15,28,16, , , , 
2383897,1,BC SCORE,7,0651,13, , , , , , 
2384216,1,BC SCORE,7,0680,18,21,32, , , , 
2384168,1,BC SCORE,7,0714,28, , , , , , 
2384274,1,BC SCORE,7,-009, , , , , , , 
2299112,1,BC SCORE,7,0633,17,09,16, , , , 
2384325,1,BC SCORE,7,0695,21,15,04, , , , 
2384481,1,BC SCORE,7,0705,29,09,04, , , , 
2385182,1,BC SCORE,7,0722,21,04, , , , , 
2384470,1,BC SCORE,7,0714,28,04, , , , , 
2384499,1,BC SCORE,7,0534,17,15,28, , , , 
2384555,1,BC SCORE,7,0700,18, , , , , , 
2384838,1,BC SCORE,7,0657,13, , , , , , 
2384890,1,BC SCORE,7,0692,15,28,04, , , , 
2385130,1,BC SCORE,7,0664,13,04, , , , , 
2385515,1,BC SCORE,7,0679,15,28,04, , , , 
2385572,1,BC SCORE,7,-009, , , , , , , 
2353833,1,BC SCORE,7,0715,28,04, , , , , 
2385872,1,BC SCORE,7,0588,17,05,28, , , , 
2385917,1,BC SCORE,7,0701,15,04, , , , , 
2386092,1,BC SCORE,7,0732,04, , , , , , 
2386539,1,BC SCORE,7,-009, , , , , , , 
2386560,1,BC SCORE,7,0691,15,04, , , , , 
2386670,1,BC SCORE,7,0665,17,28, , , , , 
2386712,1,BC SCORE,7,0585,17,05,21, , , , 
2386833,1,BC SCORE,7,0587,15,28,17, , , , 
2336018,1,BC SCORE,7,0667,28,16,18, , , , 
2336069,1,BC SCORE,7,0544,28,21, , , , , 
2337132,1,BC SCORE,7,0670,04,13, , , , , 
2338234,1,BC SCORE,7,0702,21,16, , , , , 
2338542,1,BC SCORE,7,0706,15,04, , , , , 
2338522,1,BC SCORE,7,-009, , , , , , , 
2338611,1,BC SCORE,7,0572,17,13,28, , , , 
2338658,1,BC SCORE,7,0615,15,05,28, , , , 
2262773,1,BC SCORE,7,0719,21,04, , , , , 
2338695,1,BC SCORE,7,0533,17,05,21, , , , 
2338684,1,BC SCORE,7,0646,15,28,21, , , , 
2338970,1,BC SCORE,7,0686,28,12, , , , , 
2339039,1,BC SCORE,7,0698,28,31,04, , , , 
2339798,1,BC SCORE,7,0712,21,04, , , , , 
2339900,1,BC SCORE,7,-008, , , , , , , 
2340128,1,BC SCORE,7,0688,21,04, , , , , 
2340208,1,BC SCORE,7,-009, , , , , , , 
2340300,1,BC SCORE,7,-009, , , , , , , 
2340563,1,BC SCORE,7,-009, , , , , , , 
2340555,1,BC SCORE,7,-009, , , , , , , 
2340955,1,BC SCORE,7,0671,28,18, , , , , 
2255130,1,BC SCORE,7,0648,17,28,16, , , , 
2341626,1,BC SCORE,7,0711,51, , , , , , 
2341808,1,BC SCORE,7,0675,17,31, , , , , 
2341887,1,BC SCORE,7,0625,05, , , , , , 
2342050,1,BC SCORE,7,-009, , , , , , , 
2342063,1,BC SCORE,7,0664,17,21,16, , , , 
2342116,1,BC SCORE,7,0714,04, , , , , , 
2299435,1,BC SCORE,7,0712,04,28, , , , , 
2342216,1,BC SCORE,7,0720,04,28, , , , , 
2342365,1,BC SCORE,7,0511,17,05,21, , , , 
2342950,1,BC SCORE,7,0729,04, , , , , , 
2342987,1,BC SCORE,7,0689,56, , , , , , 
2343014,1,BC SCORE,7,0582,21, , , , , , 
2343130,1,BC SCORE,7,0675,15,29,09, , , , 
2343223,1,BC SCORE,7,0732,04, , , , , , 
2343961,1,BC SCORE,7,0645,17,31,28, , , , 
2344215,1,BC SCORE,7,0666,28,32,21, , , , 
2344277,1,BC SCORE,7,0643,05,28,32, , , , 
2344284,1,BC SCORE,7,0659,17,16, , , , , 
2345056,1,BC SCORE,7,-009, , , , , , , 
2344507,1,BC SCORE,7,0701,16,04, , , , , 
2344518,1,BC SCORE,7,0673,17,16, , , , , 
2344561,1,BC SCORE,7,0678,17,16,28, , , , 
2344955,1,BC SCORE,7,0672,05, , , , , , 
2344968,1,BC SCORE,7,-009, , , , , , , 
2311086,1,BC SCORE,7,0653,15,28,32, , , , 
2346568,1,BC SCORE,7,-008, , , , , , , 
2345439,1,BC SCORE,7,0713,04, , , , , , 
2345655,1,BC SCORE,7,0688,15,29,09, , , , 
2345714,1,BC SCORE,7,0721,04, , , , , , 
2346076,1,BC SCORE,7,0703,15,28,04, , , , 
2345894,1,BC SCORE,7,0664,28,15, , , , , 
2346035,1,BC SCORE,7,0588,21, , , , , , 
2345955,1,BC SCORE,7,0578,17,05,28, , , , 
2346145,1,BC SCORE,7,0572,28,21, , , , , 
2346319,1,BC SCORE,7,0662,17,09,31, , , , 
2346374,1,BC SCORE,7,0717,17,04, , , , , 
2346389,1,BC SCORE,7,0620,28,05, , , , , 
2346583,1,BC SCORE,7,0678,28,21, , , , , 
2345828,1,BC SCORE,7,0667,05,28, , , , , 
2245182,1,BC SCORE,7,0692,15,04, , , , , 
2347906,1,BC SCORE,7,0659,13, , , , , , 
2347964,1,BC SCORE,7,-008, , , , , , , 
2348097,1,BC SCORE,7,0676,16,31,28, , , , 
2348218,1,BC SCORE,7,0556,17,13,15, , , , 
2348381,1,BC SCORE,7,0722,04, , , , , , 
2348470,1,BC SCORE,7,0719,21,04, , , , , 
2348963,1,BC SCORE,7,0558,15, , , , , , 
2348985,1,BC SCORE,7,0710,57, , , , , , 
2349098,1,BC SCORE,7,0694,57, , , , , , 
2349702,1,BC SCORE,7,0689,04,09, , , , , 
2349723,1,BC SCORE,7,0564,15,21,09, , , , 
2349750,1,BC SCORE,7,0511,07,05,28, , , , 
2349996,1,BC SCORE,7,0637,15,28,32, , , , 
2350504,1,BC SCORE,7,0679,15,21, , , , , 
2350083,1,BC SCORE,7,0670,15,28, , , , , 
2350232,1,BC SCORE,7,0658,17,28, , , , , 
2350317,1,BC SCORE,7,0688,04,09, , , , , 
2351364,1,BC SCORE,7,0714,04, , , , , , 
2351511,1,BC SCORE,7,-008, , , , , , , 
2353086,1,BC SCORE,7,0619,31,32, , , , , 
2351556,1,BC SCORE,7,0698,15,28,04, , , , 
2351713,1,BC SCORE,7,-008, , , , , , , 
2352020,1,BC SCORE,7,0662,28,05, , , , , 
2352050,1,BC SCORE,7,0684,15,29,04, , , , 
2344158,1,BC SCORE,7,0569,28,21,31, , , , 
2330086,1,BC SCORE,7,0660,17,15,31, , , , 
2352338,1,BC SCORE,7,0695,16,17,04, , , , 
2352371,1,BC SCORE,7,-008, , , , , , , 
2352510,1,BC SCORE,7,0641,15,28,05, , , , 
2352725,1,BC SCORE,7,0572,28,21, , , , , 
2352830,1,BC SCORE,7,-009, , , , , , , 
2352907,1,BC SCORE,7,0699,15,04, , , , , 
2353285,1,BC SCORE,7,0706,15,04,28, , , , 
2353446,1,BC SCORE,7,0727,04, , , , , , 
2353410,1,BC SCORE,7,0652,28,31, , , , , 
2353467,1,BC SCORE,7,0666,17,16,31, , , , 
2353608,1,BC SCORE,7,0671,04,09, , , , , 
2354103,1,BC SCORE,7,0651,15,28,18, , , , 
2354282,1,BC SCORE,7,0627,17,28,21, , , , 
2354304,1,BC SCORE,7,0721,04, , , , , , 
2354400,1,BC SCORE,7,-009, , , , , , , 
2354458,1,BC SCORE,7,0672,17,21,16, , , , 
2377523,1,BC SCORE,7,-009, , , , , , , 
2377551,1,BC SCORE,7,0666,17,16,31, , , , 
2261190,1,BC SCORE,7,0572,28,21, , , , , 
2378199,1,BC SCORE,7,0714,04, , , , , , 
2378405,1,BC SCORE,7,0672,28,05, , , , , 
2378496,1,BC SCORE,7,0638,13,28,15, , , , 
2378499,1,BC SCORE,7,0678,28, , , , , , 
2378562,1,BC SCORE,7,0563,17,18,31, , , , 
2378969,1,BC SCORE,7,0700,15, , , , , , 
2379021,1,BC SCORE,7,0663,04,18, , , , , 
2379050,1,BC SCORE,7,0684,04, , , , , , 
2379295,1,BC SCORE,7,-009, , , , , , , 
2379210,1,BC SCORE,7,0694,57, , , , , , 
2379533,1,BC SCORE,7,0609,15,05,28, , , , 
2379676,1,BC SCORE,7,0707,16,04, , , , , 
2379693,1,BC SCORE,7,0676,16,28,17, , , , 
2379746,1,BC SCORE,7,-009, , , , , , , 
2379960,1,BC SCORE,7,0705,29,09,04, , , , 
2380087,1,BC SCORE,7,0606,15,17,09, , , , 
2380646,1,BC SCORE,7,0696,15,04, , , , , 
2352269,1,BC SCORE,7,0721,04, , , , , , 
2381025,1,BC SCORE,7,0731,04, , , , , , 
2352192,1,BC SCORE,7,-008, , , , , , , 
2381543,1,BC SCORE,7,0725,16,04, , , , , 
2381996,1,BC SCORE,7,0650,17,16,15, , , , 
2382021,1,BC SCORE,7,0681,04,28, , , , , 
2381211,1,BC SCORE,7,0578,21, , , , , , 
2382140,1,BC SCORE,7,0627,15,05,28, , , , 
2382192,1,BC SCORE,7,0694,17, , , , , , 
2382211,1,BC SCORE,7,0724,04, , , , , , 
2382375,1,BC SCORE,7,-009, , , , , , , 
2382572,1,BC SCORE,7,-009, , , , , , , 
2382795,1,BC SCORE,7,0722,04, , , , , , 
2382782,1,BC SCORE,7,0663,04,18, , , , , 
2382929,1,BC SCORE,7,0646,17,28,15, , , , 
2383208,1,BC SCORE,7,0704,29,09,04, , , , 
2383426,1,BC SCORE,7,0669,28,04, , , , , 
2383448,1,BC SCORE,7,0689,21,04, , , , , 
2383505,1,BC SCORE,7,0675,15, , , , , , 
2383630,1,BC SCORE,7,0576,17,21,05, , , , 
2383740,1,BC SCORE,7,0629,15,28,18, , , , 
2254675,1,BC SCORE,7,0559,17,13,15, , , , 
2384049,1,BC SCORE,7,0661,15,16, , , , , 
2384126,1,BC SCORE,7,0715,04, , , , , , 
2384206,1,BC SCORE,7,0688,13,04, , , , , 
2384613,1,BC SCORE,7,0639,15,28,05, , , , 
2346519,1,BC SCORE,7,0662,15,28,16, , , , 
2384397,1,BC SCORE,7,0686,28, , , , , , 
2384468,1,BC SCORE,7,0588,21, , , , , , 
2384476,1,BC SCORE,7,0485,01,13, , , , , 
2384490,1,BC SCORE,7,0598,21, , , , , , 
2384827,1,BC SCORE,7,0683,05, , , , , , 
2379078,1,BC SCORE,7,-009, , , , , , , 
2384999,1,BC SCORE,7,0717,21,04, , , , , 
2385134,1,BC SCORE,7,0645,09,21,16, , , , 
2385377,1,BC SCORE,7,0654,17,28,16, , , , 
2385343,1,BC SCORE,7,0515,17,05,21, , , , 
2385841,1,BC SCORE,7,0533,05,21,28, , , , 
2385576,1,BC SCORE,7,-009, , , , , , , 
2382056,1,BC SCORE,7,-009, , , , , , , 
2385606,1,BC SCORE,7,-008, , , , , , , 
2384479,1,BC SCORE,7,0663,17,15,16, , , , 
2386022,1,BC SCORE,7,0610,13,20,31, , , , 
2386138,1,BC SCORE,7,-009, , , , , , , 
2386095,1,BC SCORE,7,0643,05,32,21, , , , 
2386123,1,BC SCORE,7,0708,31,17,04, , , , 
2386783,1,BC SCORE,7,-008, , , , , , , 
2386583,1,BC SCORE,7,0565,60, , , , , , 
2386678,1,BC SCORE,7,0670,17,28, , , , , 
2386671,1,BC SCORE,7,0674,28,15, , , , , 
2386693,1,BC SCORE,7,0729,04, , , , , , 
2386757,1,BC SCORE,7,0663,15,05, , , , , 
2387201,1,BC SCORE,7,0642,13,28, , , , , 
2386898,1,BC SCORE,7,0638,15,28,05, , , , 
2297955,1,BC SCORE,7,0663,15,28, , , , , 
2387460,1,BC SCORE,7,0707,28,04, , , , , 
2387507,1,BC SCORE,7,0693,28, , , , , , 
2336052,1,BC SCORE,7,0688,15,28,04, , , , 
2318531,1,BC SCORE,7,0599,17,05,21, , , , 
2336666,1,BC SCORE,7,0715,04, , , , , , 
2336853,1,BC SCORE,7,-008, , , , , , , 
2337089,1,BC SCORE,7,0567,21,28, , , , , 
2337588,1,BC SCORE,7,0661,17,31,28, , , , 
2337699,1,BC SCORE,7,0693,28,31, , , , , 
2337701,1,BC SCORE,7,0669,15,28, , , , , 
2337715,1,BC SCORE,7,0675,16,28, , , , , 
2338147,1,BC SCORE,7,0647,15,09,31, , , , 
2338183,1,BC SCORE,7,0717,04, , , , , , 
2338283,1,BC SCORE,7,-009, , , , , , , 
2338394,1,BC SCORE,7,0737,52, , , , , , 
2303256,1,BC SCORE,7,0674,15,16,28, , , , 
2338327,1,BC SCORE,7,0662,17,21,16, , , , 
2338439,1,BC SCORE,7,-009, , , , , , , 
2338477,1,BC SCORE,7,0607,13,28, , , , , 
2338587,1,BC SCORE,7,0693,21,04, , , , , 
2338576,1,BC SCORE,7,0671,04,28, , , , , 
2338596,1,BC SCORE,7,0644,15,28,05, , , , 
2338614,1,BC SCORE,7,0713,04,28, , , , , 
2338786,1,BC SCORE,7,0693,31, , , , , , 
2338919,1,BC SCORE,7,0682,16,18, , , , , 
2338948,1,BC SCORE,7,0726,04, , , , , , 
2339067,1,BC SCORE,7,0709,15,04, , , , , 
2268945,1,BC SCORE,7,0727,52, , , , , , 
2339367,1,BC SCORE,7,0666,13,04, , , , , 
2339496,1,BC SCORE,7,0569,28,21, , , , , 
2339503,1,BC SCORE,7,0687,15,17,04, , , , 
2339691,1,BC SCORE,7,0728,04, , , , , , 
2339770,1,BC SCORE,7,0668,17,16, , , , , 
2339817,1,BC SCORE,7,-009, , , , , , , 
2339829,1,BC SCORE,7,0479,01,13, , , , , 
2340008,1,BC SCORE,7,-008, , , , , , , 
2339955,1,BC SCORE,7,0692,17,31,04, , , , 
2340024,1,BC SCORE,7,0479,17,07,05, , , , 
2340199,1,BC SCORE,7,0668,28,16, , , , , 
2340228,1,BC SCORE,7,0688,15,04, , , , , 
2340303,1,BC SCORE,7,-009, , , , , , , 
2340600,1,BC SCORE,7,0732,04, , , , , , 
2340697,1,BC SCORE,7,0712,28,16,04, , , , 
2340796,1,BC SCORE,7,0653,05,28,31, , , , 
2340934,1,BC SCORE,7,0693,28, , , , , , 
2341083,1,BC SCORE,7,0718,04,28, , , , , 
2341105,1,BC SCORE,7,0718,29,04, , , , , 
2341241,1,BC SCORE,7,0696,16,04, , , , , 
2341354,1,BC SCORE,7,0560,17,13,28, , , , 
2341560,1,BC SCORE,7,0706,15,04, , , , , 
2341434,1,BC SCORE,7,-008, , , , , , , 
2341937,1,BC SCORE,7,0707,15,04, , , , , 
2341987,1,BC SCORE,7,0727,04, , , , , , 
2342236,1,BC SCORE,7,0716,04, , , , , , 
2342344,1,BC SCORE,7,-008, , , , , , , 
2342441,1,BC SCORE,7,-009, , , , , , , 
2342496,1,BC SCORE,7,0723,04, , , , , , 
2342671,1,BC SCORE,7,0688,16,04, , , , , 
2343520,1,BC SCORE,7,-009, , , , , , , 
2343392,1,BC SCORE,7,0654,15,21,16, , , , 
2343500,1,BC SCORE,7,-009, , , , , , , 
2343941,1,BC SCORE,7,0706,51, , , , , , 
2343955,1,BC SCORE,7,0658,17,28,16, , , , 
2344223,1,BC SCORE,7,0625,15,05,28, , , , 
2344457,1,BC SCORE,7,0595,21,31, , , , , 
2299931,1,BC SCORE,7,0721,04, , , , , , 
2344822,1,BC SCORE,7,0664,17,16,09, , , , 
2345136,1,BC SCORE,7,0575,17,15,05, , , , 
2269107,1,BC SCORE,7,0703,15,29,04, , , , 
2345290,1,BC SCORE,7,-009, , , , , , , 
2345488,1,BC SCORE,7,-009, , , , , , , 
2345596,1,BC SCORE,7,0697,21,15,04, , , , 
2345657,1,BC SCORE,7,0615,28,17,15, , , , 
2345787,1,BC SCORE,7,0712,04, , , , , , 
2345828,1,BC SCORE,7,0667,05,28, , , , , 
2346571,1,BC SCORE,7,-008, , , , , , , 
2346365,1,BC SCORE,7,-009, , , , , , , 
2347187,1,BC SCORE,7,-008, , , , , , , 
2347545,1,BC SCORE,7,0703,15,28,04, , , , 
2347505,1,BC SCORE,7,0652,28,04,18, , , , 
2297631,1,BC SCORE,7,-009, , , , , , , 
2347796,1,BC SCORE,7,0558,21,07, , , , , 
2347827,1,BC SCORE,7,0583,21, , , , , , 
2348142,1,BC SCORE,7,0671,15,28, , , , , 
2348199,1,BC SCORE,7,0681,15,28,04, , , , 
2348236,1,BC SCORE,7,0722,04, , , , , , 
2348351,1,BC SCORE,7,0689,15,29, , , , , 
2348395,1,BC SCORE,7,0541,17,13,15, , , , 
2348380,1,BC SCORE,7,0682,13,04, , , , , 
2348421,1,BC SCORE,7,0698,04, , , , , , 
2348864,1,BC SCORE,7,0548,17,13,15, , , , 
2348674,1,BC SCORE,7,0537,17,13,15, , , , 
2348920,1,BC SCORE,7,0676,28,18,12, , , , 
2349008,1,BC SCORE,7,0520,07,28,21, , , , 
2293205,1,BC SCORE,7,0640,17,15,16, , , , 
2349208,1,BC SCORE,7,0677,28,32,21, , , , 
2349275,1,BC SCORE,7,0699,28,04, , , , , 
2349391,1,BC SCORE,7,0662,17,21,16, , , , 
2349765,1,BC SCORE,7,0549,21,17,31, , , , 
2350071,1,BC SCORE,7,0659,31,18, , , , , 
2350164,1,BC SCORE,7,0708,15,04,28, , , , 
2351388,1,BC SCORE,7,0703,15,04, , , , , 
2351503,1,BC SCORE,7,0728,04, , , , , , 
2351538,1,BC SCORE,7,0719,21,04, , , , , 
2351561,1,BC SCORE,7,0673,15,28, , , , , 
2351610,1,BC SCORE,7,0696,28, , , , , , 
2351896,1,BC SCORE,7,0695,31, , , , , , 
2351844,1,BC SCORE,7,0717,04, , , , , , 
2353161,1,BC SCORE,7,0562,17,13, , , , , 
2352219,1,BC SCORE,7,0670,05,32,21, , , , 
2352017,1,BC SCORE,7,-009, , , , , , , 
2352350,1,BC SCORE,7,0697,15,21,04, , , , 
2352478,1,BC SCORE,7,0672,21,15, , , , , 
2352534,1,BC SCORE,7,-009, , , , , , , 
2352866,1,BC SCORE,7,0689,17,28, , , , , 
2353089,1,BC SCORE,7,0696,15,29,09, , , , 
2353958,1,BC SCORE,7,0712,21,04, , , , , 
2353580,1,BC SCORE,7,0711,57, , , , , , 
2353391,1,BC SCORE,7,0715,04, , , , , , 
2353592,1,BC SCORE,7,0699,21,04, , , , , 
2353639,1,BC SCORE,7,0605,15,21,28, , , , 
2353662,1,BC SCORE,7,0699,21,15,04, , , , 
2353750,1,BC SCORE,7,0641,17,28,16, , , , 
2354034,1,BC SCORE,7,0732,04, , , , , , 
2354128,1,BC SCORE,7,0679,15,31,04, , , , 
2379200,1,BC SCORE,7,0696,21,04, , , , , 
2377490,1,BC SCORE,7,0686,15,04, , , , , 
2350120,1,BC SCORE,7,0669,15,28,18, , , , 
2377656,1,BC SCORE,7,0702,15,28,04, , , , 
2377771,1,BC SCORE,7,0662,28,32,20, , , , 
2340400,1,BC SCORE,7,0557,09,17,21, , , , 
2378022,1,BC SCORE,7,0550,17,13,15, , , , 
2378388,1,BC SCORE,7,0678,04, , , , , , 
2378367,1,BC SCORE,7,0718,04, , , , , , 
2378412,1,BC SCORE,7,0664,17,15,28, , , , 
2378425,1,BC SCORE,7,0649,28,04,18, , , , 
2378742,1,BC SCORE,7,0555,17,15,18, , , , 
2378820,1,BC SCORE,7,0682,21,04, , , , , 
2378883,1,BC SCORE,7,0648,15,28,09, , , , 
2379269,1,BC SCORE,7,0686,28,04, , , , , 
2379337,1,BC SCORE,7,-009, , , , , , , 
2379613,1,BC SCORE,7,0641,17,15,16, , , , 
2379551,1,BC SCORE,7,0680,16, , , , , , 
2379870,1,BC SCORE,7,0569,28,21, , , , , 
2379853,1,BC SCORE,7,-008, , , , , , , 
2380169,1,BC SCORE,7,0686,21,28, , , , , 
2379904,1,BC SCORE,7,0714,04, , , , , , 
2380114,1,BC SCORE,7,0654,13, , , , , , 
2380198,1,BC SCORE,7,-009, , , , , , , 
2381293,1,BC SCORE,7,0709,09,04, , , , , 
2381210,1,BC SCORE,7,0694,15,04,28, , , , 
2381286,1,BC SCORE,7,0695,15,04, , , , , 
2381409,1,BC SCORE,7,0702,15,04, , , , , 
2381432,1,BC SCORE,7,0588,21, , , , , , 
2381819,1,BC SCORE,7,0682,04,13, , , , , 
2382541,1,BC SCORE,7,0648,15,21,28, , , , 
2381977,1,BC SCORE,7,0662,17,15,28, , , , 
2382134,1,BC SCORE,7,0664,28,13,04, , , , 
2382213,1,BC SCORE,7,0670,15,28,31, , , , 
2382387,1,BC SCORE,7,0688,28, , , , , , 
2383013,1,BC SCORE,7,-009, , , , , , , 
2383584,1,BC SCORE,7,-009, , , , , , , 
2383010,1,BC SCORE,7,0698,04, , , , , , 
2383215,1,BC SCORE,7,0572,28,21, , , , , 
2383541,1,BC SCORE,7,0539,17,15,13, , , , 
2383460,1,BC SCORE,7,0654,18,13,04, , , , 
2383571,1,BC SCORE,7,0632,13,15,28, , , , 
2383540,1,BC SCORE,7,-009, , , , , , , 
2383565,1,BC SCORE,7,0718,04, , , , , , 
2383600,1,BC SCORE,7,0721,04, , , , , , 
2383717,1,BC SCORE,7,0665,17,16,31, , , , 
2383739,1,BC SCORE,7,0681,17,28,04, , , , 
2383970,1,BC SCORE,7,0626,28,21, , , , , 
2384003,1,BC SCORE,7,0641,05,15,28, , , , 
2384182,1,BC SCORE,7,0679,31,28, , , , , 
2384425,1,BC SCORE,7,0693,57, , , , , , 
2384266,1,BC SCORE,7,0664,17,28,16, , , , 
2384513,1,BC SCORE,7,0676,05, , , , , , 
2384552,1,BC SCORE,7,0728,52, , , , , , 
2379960,1,BC SCORE,7,0705,29,09,04, , , , 
2384878,1,BC SCORE,7,0657,05,28,21, , , , 
2384974,1,BC SCORE,7,0618,15,17,28, , , , 
2385333,1,BC SCORE,7,0544,17,15,31, , , , 
2385600,1,BC SCORE,7,-008, , , , , , , 
2385521,1,BC SCORE,7,0660,05,18,32, , , , 
2385878,1,BC SCORE,7,0648,17,16,09, , , , 
2385574,1,BC SCORE,7,0642,05,28, , , , , 
2385592,1,BC SCORE,7,-009, , , , , , , 
2385665,1,BC SCORE,7,0668,17,28,31, , , , 
2385861,1,BC SCORE,7,0722,04, , , , , , 
2385963,1,BC SCORE,7,0671,28,15, , , , , 
2386136,1,BC SCORE,7,0693,21,04, , , , , 
2386274,1,BC SCORE,7,0603,15,31,28, , , , 
2387257,1,BC SCORE,7,-008, , , , , , , 
2386605,1,BC SCORE,7,0651,17,28,16, , , , 
2387170,1,BC SCORE,7,0646,05,15,28, , , , 
2387389,1,BC SCORE,7,0654,15,28,32, , , , 
2336334,1,BC SCORE,7,0672,15,16,17, , , , 
2336220,1,BC SCORE,7,0665,17,16, , , , , 
2336248,1,BC SCORE,7,0671,13,04, , , , , 
2330617,1,BC SCORE,7,-008, , , , , , , 
2336270,1,BC SCORE,7,0628,28,21,09, , , , 
2336356,1,BC SCORE,7,0665,15,28,21, , , , 
2336454,1,BC SCORE,7,0668,15,28,16, , , , 
2336580,1,BC SCORE,7,0709,04, , , , , , 
2336799,1,BC SCORE,7,0670,05, , , , , , 
2337028,1,BC SCORE,7,0719,04, , , , , , 
2337023,1,BC SCORE,7,-009, , , , , , , 
2337217,1,BC SCORE,7,0709,15,04, , , , , 
2337345,1,BC SCORE,7,-008, , , , , , , 
2311899,1,BC SCORE,7,0710,31, , , , , , 
2334330,1,BC SCORE,7,0661,05,32,31, , , , 
2337682,1,BC SCORE,7,0703,04,09, , , , , 
2338383,1,BC SCORE,7,0581,17,05,15, , , , 
2338347,1,BC SCORE,7,0681,15,29,04, , , , 
2338703,1,BC SCORE,7,0696,16,28,04, , , , 
2337356,1,BC SCORE,7,0664,15,28, , , , , 
2339027,1,BC SCORE,7,0713,04, , , , , , 
2338998,1,BC SCORE,7,0690,16,04, , , , , 
2339436,1,BC SCORE,7,0507,01,15, , , , , 
2339536,1,BC SCORE,7,0686,17,31,28, , , , 
2339667,1,BC SCORE,7,0669,05,21, , , , , 
2318828,1,BC SCORE,7,0654,17,28,16, , , , 
2339786,1,BC SCORE,7,-009, , , , , , , 
2339644,1,BC SCORE,7,0728,04, , , , , , 
2339828,1,BC SCORE,7,0588,21, , , , , , 
2244646,1,BC SCORE,7,0626,17,05,21, , , , 
2340182,1,BC SCORE,7,0656,05,28, , , , , 
2340137,1,BC SCORE,7,0731,04, , , , , , 
2340322,1,BC SCORE,7,0689,57, , , , , , 
2340457,1,BC SCORE,7,0705,15,04,28, , , , 
2340852,1,BC SCORE,7,0641,05,15,28, , , , 
2340961,1,BC SCORE,7,-009, , , , , , , 
2341047,1,BC SCORE,7,0727,04,28, , , , , 
2341203,1,BC SCORE,7,0670,17,16,31, , , , 
2339041,1,BC SCORE,7,-008, , , , , , , 
2341348,1,BC SCORE,7,0661,04,18, , , , , 
2341345,1,BC SCORE,7,0568,21,17,31, , , , 
2341540,1,BC SCORE,7,0547,28,21, , , , , 
2341590,1,BC SCORE,7,0668,05,31,21, , , , 
2341751,1,BC SCORE,7,0694,04, , , , , , 
2341813,1,BC SCORE,7,0722,04, , , , , , 
2342017,1,BC SCORE,7,-009, , , , , , , 
2342037,1,BC SCORE,7,0694,21,29, , , , , 
2342186,1,BC SCORE,7,-008, , , , , , , 
2342766,1,BC SCORE,7,0514,05,01, , , , , 
2342975,1,BC SCORE,7,0626,15,17,16, , , , 
2343035,1,BC SCORE,7,0691,28,15, , , , , 
2343132,1,BC SCORE,7,0614,15,17,21, , , , 
2343116,1,BC SCORE,7,0652,05,18,28, , , , 
2343338,1,BC SCORE,7,0620,15,05,28, , , , 
2344337,1,BC SCORE,7,0575,17,31,32, , , , 
2306755,1,BC SCORE,7,0669,05,28, , , , , 
2344286,1,BC SCORE,7,-009, , , , , , , 
2344292,1,BC SCORE,7,-008, , , , , , , 
2344396,1,BC SCORE,7,0645,17,15,16, , , , 
2344465,1,BC SCORE,7,0543,17,31,20, , , , 
2345023,1,BC SCORE,7,0709,15,04,28, , , , 
2345022,1,BC SCORE,7,0703,28,04, , , , , 
2345095,1,BC SCORE,7,0622,28,17,15, , , , 
2345909,1,BC SCORE,7,0686,04,13, , , , , 
2345484,1,BC SCORE,7,0657,15,16,31, , , , 
2345466,1,BC SCORE,7,-009, , , , , , , 
2345565,1,BC SCORE,7,0658,17,15,16, , , , 
2345647,1,BC SCORE,7,0667,05, , , , , , 
2345758,1,BC SCORE,7,0687,15,04, , , , , 
2345959,1,BC SCORE,7,0731,04, , , , , , 
2346119,1,BC SCORE,7,0710,04, , , , , , 
2346079,1,BC SCORE,7,0483,01,13, , , , , 
2346443,1,BC SCORE,7,0651,15,28,18, , , , 
2346555,1,BC SCORE,7,0720,04, , , , , , 
2346582,1,BC SCORE,7,0639,05,28,32, , , , 
2346626,1,BC SCORE,7,0628,13,15, , , , , 
2346678,1,BC SCORE,7,0668,05, , , , , , 
2350823,1,BC SCORE,7,0719,04, , , , , , 
2346688,1,BC SCORE,7,0632,05,28,21, , , , 
2346877,1,BC SCORE,7,0734,04, , , , , , 
2347195,1,BC SCORE,7,0732,04, , , , , , 
2346860,1,BC SCORE,7,0499,07,05,28, , , , 
